tuyear,age,t0101,t0102,t0103,t0104,t0105,t0199,t0201,t0202,t0203,t0204,t0205,t0206,t0207,t0208,t0209,t0299,t0301,t0302,t0303,t0304,t0305,t0399,t0401,t0402,t0403,t0404,t0405,t0499,t0501,t0502,t0503,t0504,t0599,t0601,t0602,t0603,t0604,t0699,t0701,t0702,t0703,t0799,t0801,t0802,t0803,t0804,t0805,t0806,t0807,t0808,t0899,t0901,t0902,t0903,t0904,t0905,t0999,t1001,t1002,t1003,t1004,t1099,t1101,t1102,t1199,t1201,t1202,t1203,t1204,t1205,t1299,t1301,t1302,t1303,t1304,t1399,t1401,t1499,t1501,t1502,t1503,t1504,t1505,t1506,t1599,t1601,t1699,t1801,t1802,t1803,t1804,t1805,t1806,t1807,t1808,t1809,t1810,t1811,t1812,t1813,t1814,t1815,t1816,t1818,t1899,t5001,t5099,ttotal
2003,15 to 24,549.10498,44.635902,0.42443964,1.7172155,0,0,17.200884,13.06685,3.8064978,0.90091991,2.6098087,2.2585187,3.1475005,1.0670513,7.5162296,0.001267852,12.937197,0.20994656,0.26414552,0.24424113,0.92011434,0.043586839,4.2844014,0.034392525,0.02380651,0.82584482,5.1719437,0.037003886,143.02838,0.47066873,2.938693,1.9156369,0.023543289,84.91304,2.6307981,30.750607,0.79266417,0.62172717,22.167511,0.15751311,0,0,0.001223411,0.26985779,0,1.1586704,1.4977762,0.1932829,0.035298973,0,0.031267844,0.013751893,0.003080043,0.014758173,0,0.34746668,0,0.22844949,0.031067312,0.095218807,0,0,50.00713,0.21190916,0,52.593639,7.9328332,204.28772,7.8996196,0.42954516,0.17725183,29.56357,3.3628137,0.16614516,0,0.010918481,6.9564605,0.10135217,2.1991358,0.90198344,0.85710156,0.50685453,0.72076035,0.12006232,1.157988,7.4445434,3.3182368,1.1908293,2.1377912,2.5823531,7.5412288,12.628545,9.7656145,12.585065,1.465905,0.33903414,0.26512364,7.0209484,17.15974,4.829423,0.96071929,0.5030821,0.13419923,0.003419078,3.9112332,6.8085423,0.45296469,1440.0002
2004,15 to 24,553.77374,41.981129,0.80635667,0.75450468,0,0,16.659262,12.576861,2.9592142,0.27049005,2.8832974,1.9949912,3.9490643,0.68512517,9.5071669,0.175036,14.237111,0.56106651,0.61430931,0.25276965,1.6628335,0,4.2645941,0.080248021,0,0.97383481,3.3575168,0.040611792,136.46129,0.038788594,2.5071547,1.9210403,0,81.481354,0.92512983,32.796207,0.33044887,0.79724097,20.789562,0.002234435,0,0,0.01342853,0.19544297,0,1.1703502,0.70030326,0.069064155,0.027620198,0,0.072590932,0.007257444,0.003035331,0,0,0.14126158,0,0.10032354,0.055696841,0.058718532,0,0,54.149948,0.25750968,0,51.059052,6.4581995,217.0567,8.5693989,0.28660172,0,30.171448,3.9744999,0.10738992,0,0.017176548,6.4905391,0,1.2057378,2.3367977,0.69504541,0.30924767,0.62950361,0.12034846,2.2977901,7.2872133,3.7994025,1.2880011,3.0698857,2.3789368,6.0010076,13.154759,8.9475355,12.215045,1.579614,0.28426853,0.21231183,7.4118052,14.851313,4.5528107,1.1122842,0.95368904,0.43311569,0,1.6296406,6.9577765,0,1440.0004
2005,15 to 24,556.34845,45.793758,1.6651988,1.5892186,0,0,20.672592,13.109181,1.6564045,2.5256553,2.5603983,2.4567838,3.1963527,0.77573556,10.126575,0.009100539,16.593208,0.8289153,0.46501923,0.150756,0.80916983,0,4.1856546,0.24044514,0,0.59168887,3.3586121,0.17421164,141.58917,0.1167215,2.560293,1.485755,0,70.563232,0.79929805,29.287373,0.51270986,0.8026787,20.95656,0,0,0,0,0.35858807,0,2.2088976,0.56902027,0.48873821,0,0,0.17415968,0.001297942,0.19815367,0,0,0.10891466,0,0.21874276,0.45108137,0.027403567,0,0,54.544373,0.17244136,0,51.178581,7.8828645,206.22867,8.0783577,0.12874427,0.14025253,30.110676,3.8603277,0.1819113,0,0.003951442,7.9599848,0,1.1069366,1.2704998,0.81492257,2.3980103,1.2548962,0.022561247,2.1404147,5.3362937,3.5550063,0.86582279,3.3488638,2.9433219,5.009376,11.956527,6.9653821,11.968607,1.2068483,0.15322514,0.086627759,7.1312213,18.992416,4.78021,0.91731042,1.0283618,0.35191223,0.007507562,1.0066247,9.5472717,0,1440.0001
2006,15 to 24,551.46765,44.451038,1.0385175,0.60419339,0,0,20.473753,13.397139,2.441375,0.80878907,2.9282844,2.5262809,3.4715991,0.19880311,10.341142,0.027301591,15.266696,0.27113312,0.40953904,0.095225319,0.57956761,0,4.1360588,0.2562764,0.005318588,0.41047731,2.8410187,0.017285751,150.67188,0.014944126,2.0532346,1.253404,0.002605244,85.813408,0.82126355,29.154072,0.37246421,0.53889632,19.977673,0.01468457,0,0,0.017908737,0.24612117,0,2.20081,0.74428201,0.26549929,0.036294468,0,0.23867287,0.004213983,0.026593091,0.026150327,0,0.43456876,0,0.3042196,0.54351568,0.005595674,0,0,59.101379,0.15019281,0,47.950504,7.164638,194.95375,7.7094684,0.14658864,0,31.04319,4.1707449,0.23117802,0,0,7.393775,0,0.78013664,0.77850848,0.39890164,1.052986,1.2003337,0.11851865,2.2197821,6.5064306,3.842416,1.0221883,2.8081143,2.9584899,4.5767031,13.023504,7.484725,10.33285,1.4999894,0.1296494,0.25001594,9.0038223,15.252274,4.3355103,1.1127464,0.91805702,0.14523019,0.002081425,1.7633492,12.190878,0.028925419,1440.0002
2007,15 to 24,546.60315,46.209877,0.45618132,0.070906721,0,0.002804608,19.185566,10.919705,2.0580733,1.7768986,4.0743761,3.4630527,2.0345335,0.43076444,10.137784,0.006949549,11.642921,0.36111221,0.21912912,0.22880639,0.4411144,0,2.2356627,0.19275884,0,0.47343379,3.8934195,0,162.8098,0.012476255,3.6128695,2.7050135,0,76.034264,1.6281451,33.17181,0.77005953,0.41931963,19.93985,0.1032793,0,0,0.020392301,0.41287461,0,2.1084912,0.69144708,0.29057336,0.028973967,0,0.29581422,0,0,0,0,0.25248665,0,0.21729659,0,0,0,0,57.480469,0.14970347,0,46.469524,7.373683,198.22148,8.035181,0.034803551,0.41568822,34.457363,3.454407,0.014802099,0,0,5.3673267,0,0.35259232,1.5837706,0.018595356,1.4433271,0.90410274,0.02265675,4.2031465,5.7482729,3.8131294,1.5011173,3.7872829,1.7600914,4.5236921,13.848009,7.1104989,12.473109,1.3393241,0.13121335,0.11837126,7.0374513,15.177347,5.0333371,0.90605581,1.0602405,0.18843305,0.008472532,1.0489262,10.738761,0,1439.9999
2008,15 to 24,552.03394,45.128277,0.91187108,1.2524166,0,0,19.269258,12.530562,1.6938896,0.55735248,2.9413595,4.3487353,2.5075989,0.64243382,9.2779188,0.006826431,14.686402,0.30396843,0.73242652,0.52278054,0.61966896,0,3.9450808,0,0.28951889,0.46462497,4.8357329,0,150.63434,0.25672916,4.2599306,1.8411821,0,82.321152,1.6182951,36.177395,1.2150508,0.47573304,20.593987,0.19259,0,0,0.015009192,0.37330288,0.052598611,1.0158981,0.90271705,0.064798437,0.029961493,0,0.094745986,0.002782536,0.10506179,0.020962514,0,0.43788666,0,0.046622295,0.004804,0,0.000390445,0,56.418785,0.17175877,0,49.183285,5.0739179,194.48083,8.1880808,0.30627975,0,31.709503,4.5140576,0.006932561,0,0.002743801,4.5775642,0,0.47515935,1.1099882,0.37781787,1.3642354,0.44627845,0.02489927,1.4444838,8.2693405,5.2797356,1.1010804,2.4277136,2.5449402,4.3145533,12.983792,8.3942738,12.416118,1.1095344,0.48290399,0.13915055,6.6697855,14.439244,4.6512508,0.75925374,0.59274846,0.091454156,0.018822186,1.328252,9.8528881,0,1439.9999
2009,15 to 24,566.73816,44.846992,0.8641175,1.2412682,0,0,18.028744,13.310658,3.2609615,0.51296133,4.643827,4.386539,1.5817728,0.63564783,9.3875265,0,13.189133,0.28862295,0.45955259,0.34444433,1.474507,0,3.3839862,0.36095455,0.054265648,0.30222359,3.5808649,0,126.62326,0.13967986,3.4079685,2.1098375,0,80.554367,2.5651016,36.955799,0.51443207,0.64456779,20.422052,0.10476355,0,0,0,0.32341376,0,1.1183044,0.90555793,0.1603909,0.28305051,0,0.058044482,0.025583271,0.1173607,0,0,0.074536011,0,0.07020466,0.16416043,0.072125658,0,0,54.509739,0.35756594,0,44.171379,5.9136496,211.32404,6.7526131,0.11909779,0.0519538,30.988356,2.5676947,0.007925797,0,0,5.629303,0,0.92236149,1.645107,0.64836067,0.87760663,0.54167831,0.031608287,1.6662422,7.1021538,2.9697633,2.5177021,2.9843147,2.069068,5.1508055,12.617498,8.0983562,11.713526,1.0305736,0.12751351,0.086265802,7.9776573,14.697078,4.4269757,0.67281222,1.1956829,0.26565596,0.018028446,1.1475004,14.112521,0,1440.0004
2010,15 to 24,554.58466,45.917519,1.4820857,0.72218198,0,0,20.792799,16.787392,2.7079592,1.2320373,3.1916218,4.0343199,4.2580338,0.43638161,7.5420051,0,16.161098,0.3023341,0.62081963,0.20319116,0.67621559,0,2.6493669,0.10571744,0,0.094843216,3.6741593,0,116.84149,0.036263719,2.566051,2.5669403,0,83.951347,1.4977485,36.949127,0.38315061,0.35527042,18.237265,0.062861413,0,0,0,0.13980907,0.049803667,1.7245189,0.38562635,0.23738571,0.17875679,0,0.078755803,0.038420081,0.51887405,0,0,0.16017686,0,0.35108721,0.31627795,0.35149512,0,0,57.584194,0.25362283,0,49.047802,4.2219176,218.45378,7.3031464,0.13141401,0,29.519855,3.1362605,0.10058526,0,0,6.236156,0.009772979,1.024248,1.999558,0.60770762,0.52042937,0.60509342,0.048828229,1.369395,6.5342531,2.8178256,1.2785912,2.6536076,2.9747477,4.8024273,9.453577,7.3717179,10.783112,1.0830562,0.092985004,0.17454408,7.1582589,14.568533,4.4219356,0.7631377,0.73309964,0.18846814,0.029062945,2.877423,20.910654,0,1439.9998
2011,15 to 24,559.30408,45.429367,0.014056331,0.42050457,0,0,20.520494,16.198027,2.1729572,2.8669789,2.250494,2.6311879,1.5446432,0.70124125,4.7674861,0.021735508,14.617633,0.51253814,0.099882647,0.20871277,0.8554846,0,2.5754752,0.056691404,0.076800346,0.15882194,2.691879,0.001834392,128.18088,0.011798307,2.8305516,0.7193957,0,81.667435,1.7556887,34.440582,1.0758729,1.0423313,17.628683,0.08450859,0,0,0.007526659,0.20040791,0,1.2266963,0.71755111,0.14180897,0,0,0.0440129,0,0.026627921,0,0.2004772,0.33904222,0,0.13837789,0.34571782,0,0,0,59.92979,0.20410046,0,47.855724,7.4141808,214.23869,7.0513101,0.13404809,0,33.623165,3.688823,0.025365187,0,0.015442854,8.1772766,0.012030956,2.4658406,1.3443443,1.0858114,1.1079217,0.60087526,0.34972227,1.6217065,5.514379,2.0290489,1.9911429,3.013,2.4202483,3.5512335,10.898671,8.4299717,10.018798,1.0618132,0.31517345,0.11527015,6.8469257,13.062779,4.5086231,1.0637108,1.061525,0.16169202,0.61144835,2.1777055,16.675697,0,1439.9998
2012,15 to 24,560.51904,44.443565,0.80972826,0.11824801,0,0,17.208532,12.406159,1.6531941,0.98733938,2.4635057,3.6409144,1.6075475,0.38306302,3.7819242,0,17.33147,0.38114077,0.47881892,0.15347864,0.86623919,0,2.0655916,0,0,0.70153254,2.8529627,0,124.0108,0.034476735,2.2287149,3.8001277,0,82.482368,0.81944668,37.684303,1.2534567,0.89086783,15.751521,0,0,0,0,0.25062373,0.18714198,1.3494489,0.67329913,0.12901738,0,0,0.29626226,0.01045524,0.011658047,0.007408426,0,0.74366081,0,1.1715924,0.023737488,0.29238072,0,0,58.098129,0.24021707,0,53.824062,8.1396675,215.13403,8.4139557,0.15096162,0,32.954395,2.6370387,0.13820526,0,0.011821511,6.8924809,0,1.6201389,0.7882039,0.18380107,1.0443765,0.47388154,0,0.58698547,7.7470651,2.7650139,1.510558,2.4619386,2.3489857,3.8986788,11.017419,8.8120909,9.5616522,1.086881,0.5272463,0.64395046,7.7410316,15.739191,5.1422997,1.0124898,0.61772126,0.13422439,0.021343058,2.2999024,14.621211,0,1440.0002
2013,15 to 24,560.43073,48.267277,2.0898802,0.24457136,0,0,16.047619,14.99649,2.408427,0.6720686,3.0143533,3.4600942,2.5724108,0.90445465,5.3040009,0,12.605886,0.65799415,0.25003788,0.42818433,0.86524129,0,3.684341,0.006591686,0.081023917,0.40533805,3.1713579,0,126.26891,0.54821312,2.3752749,4.1299257,0,77.831322,1.9636768,43.210384,0.6664328,0.43530473,17.722954,0.14118113,0,0,0.002188328,0.11346775,0,1.5842485,0.85129225,0.40183792,0.03518641,0,0.027405372,0,0,0.011292789,0,0.14571851,0,0.59107953,0.049504597,0.16095945,0,0,59.216099,0.30442122,0,47.432407,4.4064431,209.89154,5.4002681,0.071100816,0,33.482929,3.426044,0.013631997,0,0,6.5121875,0,1.273043,2.4337232,0.21359822,1.7070854,0.045648359,0,0.82675791,4.6341004,3.1046743,0.76919562,2.430408,1.8909621,3.296567,10.061467,8.0199099,10.544291,1.484013,0.21320006,0.14761472,8.033555,15.332659,5.2734184,0.72393578,0.74065334,0.32966539,0,2.7915637,21.685061,0,1440
2014,15 to 24,571.91309,46.451271,1.5004135,0.30984423,0,0,18.465666,16.591028,1.6675328,0.73669994,2.1152096,3.7400548,1.5302882,0.15738547,3.5341434,0,13.743643,0.49262193,1.0322025,0.11731736,0.53041399,0,4.0777006,0.040768147,0,0.030263375,1.8669472,0,133.65263,0.32613003,3.2705634,2.6566191,0,69.851501,1.1306556,34.575005,0.39039087,0.23167926,19.581974,0.001339767,0,0,0,0.78871071,0,2.2371325,0.75431401,0.15125465,0.23931724,0,0,0.00784366,0,0.012975634,0,0.63704431,0,0.18753135,0.48611933,0,0,0,56.20433,0.26565331,0,46.294899,4.4397225,226.19548,6.4394388,0.053879857,0,29.410082,2.943732,0.22047625,0,0,4.9109755,0,1.604113,0.94322985,0.15557061,1.0657625,1.4478681,0.021003485,1.6672313,6.5967493,2.5665989,1.0834347,2.1810043,3.7148051,3.5651107,10.962367,7.6054935,10.355598,1.9277322,0.2354937,0.13829143,6.8956318,13.538027,5.810605,0.89990157,0.84418547,0.24247503,0.010122757,2.6940613,12.033628,0,1440
2015,15 to 24,574.67529,46.048447,1.1787995,0.30003119,0,0,19.726818,16.044718,0.71734387,1.2402765,3.1169419,4.1042066,3.1273136,0.41891381,4.9751196,0,12.972661,0.58899438,0.24059194,0.14985979,0.69391364,0,0.93963248,0,0,0.40747854,3.0508325,0,134.9873,1.4221866,2.9453204,1.9812647,0,78.37542,2.0338378,41.902157,1.5332094,1.090911,18.058126,0.059209622,0,0,0.027366435,0.16065161,0,1.8635498,0.4898288,0.073734216,0.12198973,0,0.003443758,0.004867554,0,0,0,0.19428304,0,0.013704549,0.034807406,0,0,0,57.651543,0.22568887,0,41.443577,3.1516566,216.88361,6.6917892,0.006027469,0,28.810976,0.90406591,0.022461785,0,0.080566548,5.7012792,0,0.63014728,1.4319223,0.63327152,0.64624733,0.77922529,0.03887536,0.77044958,7.7692904,2.0469477,1.7116389,1.7200309,3.42976,3.026736,10.738652,9.5654812,11.830764,1.5383824,0.15371262,0.018682964,7.6054497,12.208821,4.6795063,0.83789814,0.67292589,0.17070766,0.12189754,1.7977369,9.756237,0,1439.9998
2016,15 to 24,572.87054,45.473305,0.41766915,0.42542315,0,0,21.279379,16.827055,0.78364748,0.44674221,3.5715971,3.4350054,1.5116931,0.95519274,3.9710939,0,10.609241,0.66340888,0.000994689,0.1797554,0.57905024,0,2.3043795,0,0,0.20143251,3.9316483,0,143.34416,0,1.681251,3.50296,0,86.882721,0.93858957,47.327671,0.80056471,0.2953212,15.406197,0.27131921,0,0,0,0.089479029,0,0.97247446,0.87939739,0.88712829,0,0,0.12261373,0.043427382,0.24171783,0,0,0.49324733,0,0.14667802,0.16236199,0,0,0,53.939697,0.44687423,0,39.504425,4.2439246,200.94025,5.5427356,0.10139643,0,30.832048,2.6661916,0.053916421,0,0.45622554,6.0737405,0,0.46930513,0.68743169,0.30237654,0.4807719,0.36561447,0,0.93391836,5.6793656,2.5915277,1.5201365,2.5384502,2.0664968,5.0547633,13.619395,9.0454607,11.913998,0.80595386,0.37047398,0.21430154,6.4004736,10.328704,4.9111166,0.92588216,0.76054132,0.64071935,0.1875823,1.6497732,15.806496,0,1440
2017,15 to 24,583.28772,44.535404,0.47855034,0.63608301,0,0,17.902296,20.209244,1.1658986,0.60905534,2.8042893,6.7047229,1.6840128,0.5909096,5.7500157,0.066551834,10.415073,0.35975221,0.20808952,0.42845196,0.54532105,0,1.303789,0,0,0.61608464,1.6980171,0,117.01898,0,0.85666704,0.62142086,0,84.043678,1.4858533,46.152416,2.4353101,1.6970881,19.51161,0,0,0,0,0.06072453,0.43776658,0.8817904,0.45729709,0.13817947,0.077389419,0,0.11353108,0,0.046634924,0,0,0.066663586,0,0.021721566,0.12565084,0,0,0,56.201935,0.34291098,0,43.476742,7.4352636,213.62773,9.558383,0.2175604,0,26.809246,3.3717725,0.47674742,0,0,4.4974856,0,0.36966777,2.635529,0.32116315,2.0100658,1.1137153,0.037797824,3.0593674,7.4104028,1.7501446,1.2874596,2.7542951,1.8644141,3.4626269,8.645751,9.5479183,10.706041,0.80434078,0.2352815,0.016445264,6.4509974,12.923851,6.0071106,0.63628674,0.86042875,0.12050048,0.018170403,1.9022549,8.7825031,0,1439.9996
2003,25 to 34,511.1965,38.729076,1.6467696,1.2283847,0,0.002158123,35.785469,30.27067,4.4115472,2.2798579,7.0855055,4.176331,2.670423,0.88831162,8.3350935,0.4995445,52.694489,3.9218729,1.3985536,0.60854012,0.86166739,0.03249108,2.815021,0.1499052,0.037576202,0.60815352,4.4934816,0.000434826,260.42728,0.63916749,1.8167776,3.1607773,0,6.2696242,0,9.4788485,0.040698521,0.23484851,24.357124,0.043291338,0,0.06028254,0.11851122,0.61315095,0.023743704,2.7292879,0.76588136,0.3848505,0.027871741,0,0.055543706,0.030475745,0.15997638,0.053123765,0.007746117,0.44254526,0,0.11140257,0.016134722,0.04125578,0,0,62.338482,0.23465791,0,39.662113,6.6956992,172.95479,5.5015903,0.13425049,0.015448604,17.610863,2.3814437,0.011892166,0,0.004765071,5.8550992,0.008930017,1.1046002,1.4603605,0.16675016,0.34767774,0.44033325,0.04803073,1.287807,3.5760539,1.3521441,0.81648034,2.2919345,7.5286751,5.2531352,22.906687,1.3873817,13.949635,2.4700272,0.407702,0.097800016,6.8192525,9.977952,2.6916378,0.99430567,0.67866457,0.123394,0.066707619,2.5775564,6.5884061,0.24083824,1439.9999
2004,25 to 34,507.82736,38.808662,2.9748611,1.0382779,0,0,33.280098,29.374477,5.1940742,2.7619913,6.7721624,3.119875,2.6310551,0.48823893,7.4667978,0.3999317,53.006985,3.7106128,1.1932069,0.81800175,1.2548965,0.065925069,1.7926455,0.054096613,0,2.203196,6.074461,0,266.99182,0.30419332,1.3023639,1.281886,0,7.1461921,0.031253226,7.496912,0.06312681,0.038956951,25.955345,0.015912831,0,0,0.16402107,0.78279823,0,1.6227682,1.7140106,0.22335456,0.10733356,0,0.056015715,0.26131245,0.22940704,0.019315606,0,0.28802794,0.0055245,0.28554487,0.00597506,0.45831689,0,0,63.754726,0.16377555,0,41.521038,5.1302571,176.37009,6.9987731,0.030462611,0.035155006,15.064274,1.9352726,0.008505316,0,0.066323966,5.0275388,0,1.4222651,1.4169061,0.14745614,0.50532472,0.51429546,0.075255528,0.48825598,3.6281738,1.4886079,1.1597801,2.1251795,8.15763,4.4532747,22.236948,1.3040397,14.771693,2.8100979,0.43251067,0.23450287,7.2445273,10.997683,2.00231,0.86006802,0.61766291,0.087235302,0.039902911,1.0943168,4.4143205,0,1440
2005,25 to 34,518.80316,38.39267,2.0580733,0.37226793,0,0,35.799957,30.416716,4.8768592,2.6488416,5.0918751,3.6755114,1.6987513,1.071902,7.334168,0.012447466,51.202927,3.6713798,1.5414151,0.63294381,0.6999532,0.00383173,2.9339616,0.14140595,0.1609278,0.1565657,4.5381527,0,258.03799,0.72679639,0.91920471,1.087752,0,8.5835533,0,11.256102,0.007361774,0.010042031,27.341286,0,0,0,0.068181522,0.45509484,0,1.4254537,1.5471722,0.43904442,0.033027302,0,0.032579362,0.020465005,0.044363704,0.01089376,0.025082242,0.25636655,0.029676229,0.23780105,0.42120555,0.11893984,0,0.000284163,64.324013,0.20032264,0,37.952629,6.0464764,174.31743,4.1129408,0.039135732,0.002835279,15.122381,2.5074539,0.001329414,0.034544107,0.039691601,5.3511615,0,0.9471274,1.6600171,0.041017197,0.41919792,0.48012143,0.18804921,0.94621795,3.0551357,2.087898,1.3626815,2.5782347,7.9502277,4.4349761,22.701681,1.7424549,14.499552,2.1497948,0.29972559,0.29620457,7.787354,11.291683,2.5772872,0.8366304,0.72651827,0.054011386,0.019168405,1.0811028,6.661221,0,1439.9996
2006,25 to 34,514.58002,37.75687,3.9532497,1.2596424,0,0,36.208389,30.032562,3.6464148,0.83885586,7.2585917,2.8797565,2.9050531,0.89943373,9.4051218,0.044642013,52.05201,3.0270803,1.365299,0.60600168,0.45161423,0.001243947,1.1718661,0.035753861,0.012171533,0.25903004,3.0555303,0,257.93906,0.79129416,1.4032055,1.7826688,0.019439206,8.8865414,0,12.245932,0.062394243,0.081701078,25.531979,0.024925342,0,0,0.12461253,0.43838793,0.2971397,1.33918,0.94929522,0.55416411,0.20002863,0,0.14710154,0.021503935,0.13838574,0.004361854,0,0.40424201,0,0.24943529,0.26323569,0,0,0,63.934982,0.33200735,0,40.060028,5.909699,175.50879,6.6502018,0.14151211,0,13.75874,1.7815018,0.039496131,0,0,5.0158081,0,0.78596127,0.62780321,0.067419447,0.16496013,0.22165701,0.084505327,1.2640469,3.6694677,1.5434519,1.2573279,2.4889915,6.953064,2.9335322,24.10947,1.9777833,15.692741,1.8899835,0.21225496,0.14287838,7.0706859,12.126638,2.2783153,0.88734931,0.40457714,0.10126403,0.47851697,1.1878123,8.6383371,0,1440
2007,25 to 34,514.22302,38.75037,2.3749485,0.73937148,0,0.008788143,35.258095,30.19507,4.9285345,2.0617616,6.7918653,4.1639686,2.4544599,0.54457217,9.4801016,0.053046744,54.132545,3.206475,1.6500463,0.30141211,0.39676929,0,2.4244227,0.002814443,0.18826577,0.21924141,2.4565616,0,273.89713,0.62901938,0.79097325,1.6388749,0.010138557,4.1837926,0,6.3507261,0.27409288,0,22.878332,0.006148909,0,0,0.040516738,0.5829258,0,1.8767564,1.0806726,0.30065194,0,0,0.10472307,0.013727699,0.24636209,0.000826107,0,0.27739626,0.042994007,0.27151349,0.027398905,0,0,0,63.562634,0.17711553,0,38.557011,5.6494336,173.53767,5.6841426,0.084298477,0,15.426981,1.6690253,0.024746215,0,0,6.5986629,0,0.84624803,2.3767514,0.25441536,0.63489372,0.74758881,0.025143066,1.277456,3.2647882,1.7387496,0.86618996,2.0320618,7.6660652,3.2535453,21.580605,0.77119303,14.759958,1.6238759,0.23665734,0.12353819,7.6458611,10.52089,2.559674,0.82987535,1.1288464,0.22720471,0.092780612,1.9803684,7.4308429,0,1439.9996
2008,25 to 34,512.46442,39.607986,4.1345816,0.80014491,0,0.033078354,33.463783,31.859167,1.7618707,1.3588307,5.1899433,4.4238009,1.9386051,0.86563814,8.7236176,0.18902047,50.688534,3.1802249,1.1101404,0.31675428,0.71732986,0.081469081,2.0437689,0.15310518,0,0.74805564,2.3616943,0,267.78821,0.99790382,1.2793686,3.8361814,0,6.0025525,0,11.20744,0.006454642,0.022153726,21.868811,0.24359019,0,0,0.11074468,0.43730837,0.025583716,1.6894269,1.0218621,0.32689092,0.15665442,0,0.018296983,0.046195276,0.1561325,0.009074957,0,0.48268834,0,0.23366782,0.29179764,0.1441308,0,0,62.066181,0.05915593,0,39.385254,6.4373813,178.28226,5.2575145,0.086417288,0.0116418,14.802725,1.7961458,0.073592842,0.009346547,0,6.0433941,0.038785428,0.92080975,1.055241,0.31622916,0.40527177,1.1698314,0.13994858,0.91027242,4.4230185,0.99934113,0.63014108,2.3386374,8.0427866,3.0668359,22.064127,1.2588824,14.393548,1.5726885,0.36131838,0.41007066,7.8975368,11.909657,2.4884918,0.90284479,0.58254182,0.073878422,0.15455244,0.64223355,9.8720694,0.028747983,1440.0002
2009,25 to 34,512.64996,37.221855,0.76581323,0.91714674,0,0,33.058903,29.957317,2.1519499,1.0314213,5.664485,4.1442366,2.6175747,0.48006499,9.1143456,0,56.469135,2.9394097,1.3590645,0.89735436,0.66505152,0.040278759,2.5353837,0.012055625,0.010977858,0.21264733,3.2201929,0.00132329,254.7641,0.44983074,2.5221028,3.0783703,0.014701819,5.5154023,0,10.998942,0.13458341,0.13113697,20.936729,0.50188965,0,0,0.056023818,0.53870326,0.075301483,1.5668238,0.61021799,0.53520644,0.006996804,0,0.13870777,0.028007314,0.053373959,0.035769962,0,0.30513185,0.04534347,0.36914557,0.055509623,0.007113606,0,0,64.915306,0.11159153,0,37.60379,5.994091,190.79375,5.3149314,0.085680671,0,17.506243,1.5495678,0.026847243,0,0,5.9621835,0,0.7363683,1.8094225,0.29770038,0.47412729,1.0638782,0,0.79049045,3.484745,1.0710974,0.61488235,2.6426888,7.3590646,3.5013864,21.013979,1.2376066,14.139619,1.575024,0.23401541,0.14830182,5.8705549,12.885361,2.4646111,0.732701,0.67754239,0.18408428,0.073060013,2.0310802,11.409486,0,1440.0001
2010,25 to 34,515.02063,43.309242,2.3425846,1.244312,0,0.002705809,28.864948,31.328968,3.8800068,2.3235714,5.5431895,3.9788692,2.5125852,0.19522446,8.2610521,0,49.043381,3.2009382,1.0014906,0.20136622,0.61331034,0,2.245266,0.10315495,0,0.25847861,4.8106656,0,254.93886,0.37487289,0.92861617,2.5528708,0,6.4754186,0,7.8730516,0.14416341,0.11848516,22.046652,0.010988062,0,0,0.02603684,0.22259477,0.037280545,1.8567288,0.60456181,0.27472171,0.076411866,0,0.035907891,0.014468813,0.007214969,0.008951087,0,0.43778685,0,0.23674378,0.12742525,0.23749971,0.010149441,0.024158375,66.51889,0.14637144,0,40.626038,6.7666898,177.87064,5.2839513,0.075297192,0,17.681938,0.77951908,0.048699286,0,0,6.7328997,0,2.3267438,1.5045878,0.90112352,0.34061015,0.48714989,0.027943287,1.4731271,3.8438492,1.1466941,1.0589042,2.3846345,6.374692,2.8517852,22.951567,1.2086629,14.189484,1.4479748,0.26246256,0.19264112,7.6089206,11.496819,3.1118124,0.84259933,1.0789959,0.12732522,0.051627051,2.0500379,16.137764,0,1440.0001
2011,25 to 34,515.89142,40.175697,0.75608134,0.15641941,0,0,31.959843,29.985077,3.4353843,1.8397926,5.0137162,3.5634036,2.5290782,0.42077452,9.2195473,0.038679771,48.72604,3.1016631,1.3247595,0.11219167,0.62187368,0.007160014,1.9308137,0.003037417,0.32169238,0.26058507,3.5107875,0,267.65784,0.39908621,2.5412428,3.3606758,0.067532353,8.1244402,0,11.158663,0.24522296,0.1179714,19.57741,0.038632803,0,0,0.034430865,0.35997516,0.044083185,1.4270688,0.82554805,0.27474687,0.19052342,0,0.047509328,0.005646915,0.11151852,0.014528268,0.002028893,0.44324467,0,0.062084455,0.099863596,0.013019627,0,0,64.317574,0.076850846,0,35.96212,6.6574674,175.24492,3.9081895,0.004936283,0,18.606661,1.5988076,0.087438308,0,0,5.6750016,0,1.7697973,1.3220395,0.62683344,0.23962706,0.24206553,0.023322815,2.0764868,3.4517882,0.89138991,0.87155193,2.8147855,6.6685538,4.1028862,23.132441,2.3058002,11.579271,1.2885,0.24863106,0.78791583,6.6771283,9.5029001,2.9529262,0.76288813,1.0129163,0.20147596,0.23184034,3.4905765,16.431799,0.001845355,1440
